"sex","age","lx","qx","dx","Lx","Tx","ex","year"
1,22,98760,0.001,99,98711,5086647,51.5,"2012"
1,23,98662,0.00102,101,98611,4987936,50.56,"2012"
1,24,98561,0.00106,104,98509,4889325,49.61,"2012"
1,25,98457,0.00109,108,98403,4790816,48.66,"2012"
1,26,98349,0.00111,109,98295,4692413,47.71,"2012"
1,27,98240,0.00111,109,98185,4594119,46.76,"2012"
1,28,98131,0.00112,110,98076,4495933,45.82,"2012"
1,29,98021,0.00114,112,97965,4397858,44.87,"2012"
1,30,97909,0.0012,117,97851,4299892,43.92,"2012"
1,31,97792,0.00127,124,97730,4202042,42.97,"2012"
1,32,97668,0.00136,133,97602,4104311,42.02,"2012"
1,33,97535,0.00148,145,97463,4006710,41.08,"2012"
1,34,97390,0.00162,158,97311,3909247,40.14,"2012"
1,35,97232,0.00178,173,97146,3811936,39.2,"2012"
1,36,97059,0.00196,190,96964,3714790,38.27,"2012"
1,37,96869,0.00216,209,96764,3617826,37.35,"2012"
1,38,96659,0.00238,230,96545,3521062,36.43,"2012"
1,39,96430,0.00261,252,96304,3424518,35.51,"2012"
1,40,96178,0.00287,276,96040,3328214,34.6,"2012"
1,41,95901,0.00316,303,95750,3232175,33.7,"2012"
1,42,95598,0.00348,333,95432,3136425,32.81,"2012"
1,43,95265,0.00384,366,95082,3040993,31.92,"2012"
1,44,94899,0.00425,403,94698,2945911,31.04,"2012"
1,45,94496,0.0047,445,94274,2851213,30.17,"2012"
1,46,94052,0.00521,490,93807,2756939,29.31,"2012"
1,47,93561,0.00578,541,93291,2663132,28.46,"2012"
1,48,93020,0.0064,596,92723,2569841,27.63,"2012"
1,49,92425,0.00708,654,92098,2477119,26.8,"2012"
1,50,91770,0.00781,717,91412,2385021,25.99,"2012"
1,51,91054,0.00859,782,90663,2293609,25.19,"2012"
1,52,90272,0.00941,850,89847,2202946,24.4,"2012"
1,53,89422,0.01029,920,88962,2113099,23.63,"2012"
1,54,88502,0.01122,993,88006,2024137,22.87,"2012"
1,55,87510,0.0122,1068,86976,1936131,22.12,"2012"
1,56,86442,0.01325,1145,85869,1849155,21.39,"2012"
1,57,85296,0.01436,1225,84684,1763286,20.67,"2012"
1,58,84071,0.01554,1306,83418,1678603,19.97,"2012"
1,59,82765,0.01678,1389,82070,1595185,19.27,"2012"
1,60,81375,0.01809,1472,80639,1513115,18.59,"2012"
1,61,79903,0.01946,1555,79126,1432475,17.93,"2012"
1,62,78348,0.02088,1636,77530,1353350,17.27,"2012"
1,63,76712,0.02236,1715,75855,1275819,16.63,"2012"
1,64,74997,0.02389,1792,74101,1199964,16,"2012"
1,65,73206,0.02549,1866,72272,1125863,15.38,"2012"
1,66,71339,0.02717,1938,70370,1053590,14.77,"2012"
1,67,69401,0.02896,2010,68396,983220,14.17,"2012"
1,68,67391,0.03088,2081,66351,914824,13.57,"2012"
1,69,65310,0.03298,2154,64233,848473,12.99,"2012"
1,70,63157,0.03529,2229,62042,784240,12.42,"2012"
1,71,60928,0.03785,2306,59775,722197,11.85,"2012"
1,72,58622,0.04072,2387,57428,662423,11.3,"2012"
1,73,56234,0.04394,2471,54999,604995,10.76,"2012"
1,74,53763,0.04754,2556,52485,549996,10.23,"2012"
1,75,51207,0.05157,2641,49887,497510,9.72,"2012"
1,76,48567,0.05604,2722,47206,447623,9.22,"2012"
1,77,45845,0.06098,2796,44447,400418,8.73,"2012"
1,78,43049,0.06641,2859,41620,355971,8.27,"2012"
1,79,40190,0.07234,2907,38736,314351,7.82,"2012"
1,80,37283,0.07877,2937,35814,275615,7.39,"2012"
1,81,34346,0.0857,2944,32874,239800,6.98,"2012"
1,82,31402,0.09316,2925,29940,206926,6.59,"2012"
1,83,28477,0.10115,2880,27037,176986,6.22,"2012"
1,84,25597,0.1097,2808,24193,149949,5.86,"2012"
1,85,22789,0.11883,2708,21435,125757,5.52,"2012"
1,86,20081,0.12859,2582,18790,104322,5.2,"2012"
1,87,17498,0.13901,2432,16282,85532,4.89,"2012"
1,88,15066,0.15012,2262,13935,69250,4.6,"2012"
1,89,12804,0.16199,2074,11767,55315,4.32,"2012"
1,90,10730,0.17458,1873,9793,43548,4.06,"2012"
1,91,8857,0.18808,1666,8024,33754,3.81,"2012"
1,92,7191,0.20235,1455,6463,25730,3.58,"2012"
1,93,5736,0.21739,1247,5112,19267,3.36,"2012"
1,94,4489,0.2332,1047,3966,14155,3.15,"2012"
1,95,3442,0.24977,860,3012,10189,2.96,"2012"
1,96,2582,0.26709,690,2238,7177,2.78,"2012"
1,97,1893,0.28515,540,1623,4939,2.61,"2012"
1,98,1353,0.30392,411,1147,3316,2.45,"2012"
1,99,942,0.32337,305,789,2169,2.3,"2012"
1,100,637,0.34347,219,528,1380,2.17,"2012"
2,0,1e+05,0.00426,426,99630,8098110,80.98,"2012"
2,1,99574,0.00021,21,99563,7998480,80.33,"2012"
2,2,99552,0.00015,15,99545,7898917,79.34,"2012"
2,3,99537,0.00012,11,99531,7799372,78.36,"2012"
2,4,99525,1e-04,10,99520,7699841,77.37,"2012"
2,5,99515,1e-04,10,99510,7600321,76.37,"2012"
2,6,99506,9e-05,9,99501,7500810,75.38,"2012"
2,7,99496,9e-05,9,99492,7401309,74.39,"2012"
2,8,99487,9e-05,9,99483,7301817,73.39,"2012"
2,9,99479,8e-05,8,99474,7202335,72.4,"2012"
2,10,99470,9e-05,9,99466,7102860,71.41,"2012"
2,11,99461,1e-04,10,99456,7003394,70.41,"2012"
2,12,99452,0.00011,11,99446,6903938,69.42,"2012"
2,13,99440,0.00013,13,99434,6804492,68.43,"2012"
2,14,99427,0.00016,16,99419,6705058,67.44,"2012"
2,15,99412,0.00018,18,99403,6605639,66.45,"2012"
2,16,99393,0.00021,21,99383,6506236,65.46,"2012"
2,17,99373,0.00023,23,99361,6406853,64.47,"2012"
2,18,99350,0.00024,24,99338,6307492,63.49,"2012"
2,19,99326,0.00024,24,99314,6208154,62.5,"2012"
2,20,99302,0.00024,24,99290,6108840,61.52,"2012"
2,21,99278,0.00023,23,99266,6009550,60.53,"2012"
2,22,99254,0.00023,23,99243,5910284,59.55,"2012"
2,23,99232,0.00023,22,99220,5811041,58.56,"2012"
2,24,99209,0.00022,22,99198,5711820,57.57,"2012"
2,25,99187,0.00022,22,99177,5612622,56.59,"2012"
2,26,99166,0.00022,22,99155,5513446,55.6,"2012"
2,27,99144,0.00024,24,99131,5414291,54.61,"2012"
2,28,99119,0.00027,27,99106,5315159,53.62,"2012"
2,29,99092,0.00031,31,99077,5216054,52.64,"2012"
2,30,99062,0.00033,33,99045,5116977,51.65,"2012"
2,31,99029,0.00036,36,99011,5017931,50.67,"2012"
2,32,98993,0.00039,39,98973,4918920,49.69,"2012"
2,33,98954,0.00043,43,98933,4819947,48.71,"2012"
2,34,98911,0.00047,47,98888,4721014,47.73,"2012"
2,35,98864,0.00053,52,98838,4622126,46.75,"2012"
2,36,98812,0.00058,58,98784,4523288,45.78,"2012"
2,37,98755,0.00065,64,98723,4424504,44.8,"2012"
2,38,98690,0.00073,72,98654,4325782,43.83,"2012"
2,39,98618,0.00082,80,98578,4227127,42.86,"2012"
2,40,98538,0.00091,90,98493,4128549,41.9,"2012"
2,41,98448,0.00103,101,98397,4030056,40.94,"2012"
2,42,98347,0.00115,113,98290,3931659,39.98,"2012"
2,43,98234,0.00129,127,98170,3833369,39.02,"2012"
2,44,98107,0.00145,143,98035,3735199,38.07,"2012"
2,45,97964,0.00164,160,97884,3637163,37.13,"2012"
2,46,97803,0.00185,180,97713,3539280,36.19,"2012"
2,47,97623,0.00208,203,97522,3441566,35.25,"2012"
2,48,97420,0.00233,227,97307,3344045,34.33,"2012"
2,49,97193,0.00261,254,97066,3246738,33.41,"2012"
2,50,96939,0.00291,283,96798,3149672,32.49,"2012"
2,51,96656,0.00324,313,96500,3052875,31.58,"2012"
2,52,96344,0.00358,345,96171,2956375,30.69,"2012"
2,53,95999,0.00394,379,95809,2860204,29.79,"2012"
2,54,95620,0.00433,414,95413,2764394,28.91,"2012"
2,55,95206,0.00475,452,94980,2668981,28.03,"2012"
2,56,94754,0.00519,492,94508,2574001,27.17,"2012"
2,57,94262,0.00567,535,93995,2479493,26.3,"2012"
2,58,93727,0.00619,580,93437,2385498,25.45,"2012"
2,59,93147,0.00675,629,92832,2292061,24.61,"2012"
2,60,92518,0.00735,680,92178,2199228,23.77,"2012"
2,61,91838,0.00798,732,91472,2107050,22.94,"2012"
2,62,91106,0.00864,787,90712,2015578,22.12,"2012"
2,63,90319,0.00933,843,89897,1924865,21.31,"2012"
2,64,89476,0.01006,901,89026,1834968,20.51,"2012"
2,65,88575,0.01083,960,88095,1745943,19.71,"2012"
2,66,87616,0.01166,1021,87105,1657847,18.92,"2012"
2,67,86594,0.01255,1086,86051,1570742,18.14,"2012"
2,68,85508,0.01353,1157,84929,1484691,17.36,"2012"
2,69,84351,0.01464,1235,83733,1399762,16.59,"2012"
2,70,83116,0.01591,1323,82455,1316028,15.83,"2012"
2,71,81793,0.0174,1423,81082,1233574,15.08,"2012"
2,72,80370,0.01914,1539,79601,1152492,14.34,"2012"
2,73,78832,0.02121,1672,77996,1072891,13.61,"2012"
2,74,77159,0.02366,1826,76247,994895,12.89,"2012"
2,75,75334,0.02655,2000,74334,918648,12.19,"2012"
2,76,73333,0.02994,2196,72236,844315,11.51,"2012"
2,77,71138,0.03387,2409,69933,772079,10.85,"2012"
2,78,68728,0.03837,2637,67410,702146,10.22,"2012"
2,79,66091,0.04348,2874,64654,634736,9.6,"2012"
2,80,63217,0.04921,3111,61662,570082,9.02,"2012"
2,81,60107,0.05555,3339,58437,508420,8.46,"2012"
2,82,56767,0.06253,3550,54993,449983,7.93,"2012"
2,83,53218,0.07014,3733,51351,394991,7.42,"2012"
2,84,49485,0.0784,3880,47545,343639,6.94,"2012"
2,85,45605,0.08733,3983,43614,296094,6.49,"2012"
2,86,41622,0.09698,4037,39604,252480,6.07,"2012"
2,87,37586,0.10737,4035,35568,212876,5.66,"2012"
2,88,33550,0.11856,3978,31561,177308,5.28,"2012"
2,89,29573,0.13062,3863,27641,145747,4.93,"2012"
2,90,25710,0.14352,3690,23865,118105,4.59,"2012"
2,91,22020,0.15752,3469,20286,94241,4.28,"2012"
2,92,18551,0.17245,3199,16952,73955,3.99,"2012"
2,93,15352,0.1883,2891,13907,57003,3.71,"2012"
2,94,12461,0.20508,2556,11184,43096,3.46,"2012"
2,95,9906,0.22278,2207,8802,31913,3.22,"2012"
2,96,7699,0.24138,1858,6770,23110,3,"2012"
2,97,5841,0.26086,1524,5079,16341,2.8,"2012"
2,98,4317,0.2812,1214,3710,11262,2.61,"2012"
2,99,3103,0.30236,938,2634,7552,2.43,"2012"
2,100,2165,0.32429,702,1814,4918,2.27,"2012"
1,0,1e+05,0.00496,496,99567,7306463,73.06,"2013"
1,1,99504,0.00027,27,99491,7206897,72.43,"2013"
1,2,99478,0.00022,21,99467,7107406,71.45,"2013"
1,3,99456,0.00017,17,99448,7007939,70.46,"2013"
1,4,99439,0.00014,14,99432,6908491,69.47,"2013"
1,5,99425,0.00012,12,99419,6809059,68.48,"2013"
1,6,99414,0.00011,11,99408,6709639,67.49,"2013"
1,7,99403,0.00011,11,99397,6610231,66.5,"2013"
1,8,99392,0.00011,11,99387,6510834,65.51,"2013"
1,9,99381,0.00011,11,99376,6411447,64.51,"2013"
1,10,99370,0.00012,12,99364,6312071,63.52,"2013"
1,11,99358,0.00013,13,99351,6212707,62.53,"2013"
1,12,99345,0.00015,15,99337,6113356,61.54,"2013"
1,13,99330,0.00018,18,99321,6014019,60.55,"2013"
1,14,99312,0.00024,23,99300,5914698,59.56,"2013"
1,15,99288,0.00033,33,99272,5815398,58.57,"2013"
1,16,99255,0.00047,47,99232,5716126,57.59,"2013"
1,17,99208,0.00065,64,99176,5616894,56.62,"2013"
1,18,99144,8e-04,80,99105,5517718,55.65,"2013"
1,19,99065,0.00091,90,99020,5418613,54.7,"2013"
1,20,98974,0.00097,96,98926,5319594,53.75,"2013"
1,21,98878,0.00099,98,98829,5220667,52.8,"2013"
1,22,98780,0.001,99,98731,5121838,51.85,"2013"
1,23,98682,0.00101,99,98632,5023107,50.9,"2013"
1,24,98582,0.00101,100,98532,4924475,49.95,"2013"
1,25,98482,0.00102,100,98432,4825943,49,"2013"
1,26,98382,0.00103,101,98331,4727511,48.05,"2013"
1,27,98281,0.00105,103,98230,4629179,47.1,"2013"
1,28,98178,0.00108,106,98125,4530950,46.15,"2013"
1,29,98072,0.00113,111,98017,4432824,45.2,"2013"
1,30,97961,0.00118,115,97904,4334808,44.25,"2013"
1,31,97846,0.00124,122,97786,4236904,43.3,"2013"
1,32,97725,0.00132,129,97660,4139118,42.35,"2013"
1,33,97595,0.00142,139,97526,4041458,41.41,"2013"
1,34,97457,0.00154,150,97382,3943932,40.47,"2013"
1,35,97307,0.00168,164,97225,3846550,39.53,"2013"
1,36,97143,0.00185,179,97053,3749325,38.6,"2013"
1,37,96964,0.00203,197,96865,3652272,37.67,"2013"
1,38,96767,0.00224,217,96659,3555406,36.74,"2013"
1,39,96550,0.00247,238,96431,3458748,35.82,"2013"
1,40,96312,0.00272,262,96181,3362317,34.91,"2013"
1,41,96050,0.00299,287,95906,3266136,34,"2013"
1,42,95763,0.00329,315,95605,3170229,33.11,"2013"
1,43,95447,0.00362,346,95275,3074624,32.21,"2013"
1,44,95102,0.00399,379,94912,2979350,31.33,"2013"
1,45,94722,0.0044,417,94514,2884437,30.45,"2013"
1,46,94306,0.00486,458,94077,2789923,29.58,"2013"
1,47,93848,0.00537,504,93596,2695846,28.73,"2013"
1,48,93344,0.00595,555,93066,2602251,27.88,"2013"
1,49,92789,0.00659,611,92483,2509184,27.04,"2013"
1,50,92178,0.00729,672,91842,2416701,26.22,"2013"
1,51,91506,0.00805,737,91138,2324859,25.41,"2013"
1,52,90769,0.00887,806,90367,2233722,24.61,"2013"
1,53,89964,0.00976,878,89525,2143355,23.82,"2013"
1,54,89086,0.0107,953,88609,2053830,23.05,"2013"
1,55,88133,0.0117,1032,87617,1965221,22.3,"2013"
1,56,87101,0.01277,1112,86545,1877605,21.56,"2013"
1,57,85989,0.0139,1195,85391,1791060,20.83,"2013"
1,58,84794,0.01509,1280,84154,1705669,20.12,"2013"
1,59,83514,0.01635,1366,82831,1621515,19.42,"2013"
1,60,82148,0.01768,1452,81422,1538684,18.73,"2013"
1,61,80696,0.01906,1538,79927,1457262,18.06,"2013"
1,62,79158,0.0205,1623,78347,1377335,17.4,"2013"
1,63,77535,0.022,1706,76682,1298988,16.75,"2013"
1,64,75829,0.02355,1786,74936,1222306,16.12,"2013"
1,65,74043,0.02517,1864,73111,1147370,15.5,"2013"
1,66,72179,0.02686,1939,71210,1074258,14.88,"2013"
1,67,70241,0.02865,2012,69235,1003048,14.28,"2013"
1,68,68229,0.03056,2085,67186,933814,13.69,"2013"
1,69,66144,0.03262,2158,65065,866627,13.1,"2013"
1,70,63986,0.03489,2233,62870,801562,12.53,"2013"
1,71,61753,0.03741,2310,60598,738693,11.96,"2013"
1,72,59443,0.04022,2391,58248,678095,11.41,"2013"
1,73,57052,0.04337,2474,55815,619847,10.86,"2013"
1,74,54578,0.04689,2559,53298,564032,10.33,"2013"
1,75,52019,0.05084,2644,50697,510733,9.82,"2013"
1,76,49374,0.05523,2727,48011,460037,9.32,"2013"
1,77,46648,0.06008,2803,45246,412026,8.83,"2013"
1,78,43845,0.06542,2868,42411,366780,8.37,"2013"
1,79,40977,0.07124,2919,39517,324369,7.92,"2013"
1,80,38058,0.07755,2951,36582,284851,7.48,"2013"
1,81,35106,0.08436,2961,33626,248269,7.07,"2013"
1,82,32145,0.09166,2947,30672,214643,6.68,"2013"
1,83,29198,0.09949,2905,27746,183972,6.3,"2013"
1,84,26294,0.10785,2836,24876,156226,5.94,"2013"
1,85,23458,0.11678,2739,22088,131350,5.6,"2013"
1,86,20718,0.12633,2617,19410,109262,5.27,"2013"
1,87,18101,0.1365,2471,16866,89853,4.96,"2013"
1,88,15630,0.14737,2303,14478,72987,4.67,"2013"
1,89,13327,0.15899,2119,12267,58509,4.39,"2013"
1,90,11208,0.17131,1920,10248,46241,4.13,"2013"
1,91,9288,0.18456,1714,8431,35993,3.88,"2013"
1,92,7574,0.19857,1504,6822,27563,3.64,"2013"
1,93,6070,0.21336,1295,5422,20741,3.42,"2013"
1,94,4775,0.2289,1093,4228,15319,3.21,"2013"
1,95,3682,0.24522,903,3230,11090,3.01,"2013"
1,96,2779,0.26228,729,2415,7860,2.83,"2013"
1,97,2050,0.28008,574,1763,5446,2.66,"2013"
1,98,1476,0.2986,441,1256,3683,2.5,"2013"
1,99,1035,0.31781,329,871,2427,2.34,"2013"
1,100,706,0.33768,238,587,1556,2.2,"2013"
2,0,1e+05,0.00418,418,99638,8114209,81.14,"2013"
2,1,99582,0.00026,26,99569,8014570,80.48,"2013"
2,2,99556,0.00019,19,99547,7915001,79.5,"2013"
2,3,99537,0.00013,13,99530,7815455,78.52,"2013"
2,4,99524,1e-04,10,99519,7715924,77.53,"2013"
2,5,99513,9e-05,9,99509,7616406,76.54,"2013"
2,6,99505,8e-05,8,99501,7516897,75.54,"2013"
2,7,99497,8e-05,8,99493,7417396,74.55,"2013"
2,8,99489,8e-05,8,99485,7317903,73.55,"2013"
2,9,99481,9e-05,9,99477,7218418,72.56,"2013"
2,10,99473,1e-04,10,99468,7118941,71.57,"2013"
2,11,99463,0.00011,11,99458,7019473,70.57,"2013"
2,12,99452,0.00013,13,99446,6920015,69.58,"2013"
2,13,99440,0.00015,15,99432,6820569,68.59,"2013"
2,14,99425,0.00018,17,99416,6721137,67.6,"2013"
2,15,99407,0.00021,21,99397,6621720,66.61,"2013"
2,16,99387,0.00023,23,99375,6522323,65.63,"2013"
2,17,99364,0.00025,25,99351,6422948,64.64,"2013"
2,18,99339,0.00026,25,99326,6323597,63.66,"2013"
2,19,99313,0.00025,25,99301,6224271,62.67,"2013"
2,20,99289,0.00024,23,99277,6124970,61.69,"2013"
2,21,99265,0.00023,22,99254,6025693,60.7,"2013"
2,22,99243,0.00022,22,99232,5926440,59.72,"2013"
2,23,99221,0.00022,22,99210,5827208,58.73,"2013"
2,24,99199,0.00022,22,99189,5727997,57.74,"2013"
2,25,99178,0.00023,23,99166,5628809,56.75,"2013"
2,26,99155,0.00024,24,99143,5529643,55.77,"2013"
2,27,99131,0.00026,25,99118,5430500,54.78,"2013"
2,28,99105,0.00027,27,99092,5331382,53.8,"2013"
2,29,99078,3e-04,29,99064,5232290,52.81,"2013"
2,30,99049,0.00032,31,99033,5133226,51.83,"2013"
2,31,99018,0.00034,34,99001,5034193,50.84,"2013"
2,32,98984,0.00037,37,98965,4935192,49.86,"2013"
2,33,98947,0.00041,40,98926,4836227,48.88,"2013"
2,34,98906,0.00045,44,98884,4737301,47.9,"2013"
2,35,98862,5e-04,49,98837,4638417,46.92,"2013"
2,36,98813,0.00055,54,98785,4539580,45.94,"2013"
2,37,98758,0.00061,61,98728,4440795,44.97,"2013"
2,38,98697,0.00069,68,98664,4342067,43.99,"2013"
2,39,98630,0.00077,76,98592,4243403,43.02,"2013"
2,40,98554,0.00086,85,98512,4144811,42.06,"2013"
2,41,98469,0.00097,95,98422,4046300,41.09,"2013"
2,42,98374,0.00109,107,98320,3947878,40.13,"2013"
2,43,98267,0.00122,120,98207,3849558,39.17,"2013"
2,44,98147,0.00138,135,98079,3751351,38.22,"2013"
2,45,98012,0.00155,152,97936,3653272,37.27,"2013"
2,46,97860,0.00174,170,97775,3555336,36.33,"2013"
2,47,97690,0.00195,191,97594,3457561,35.39,"2013"
2,48,97499,0.00219,213,97393,3359967,34.46,"2013"
2,49,97286,0.00244,238,97167,3262574,33.54,"2013"
2,50,97048,0.00273,265,96916,3165407,32.62,"2013"
2,51,96784,0.00304,294,96637,3068491,31.7,"2013"
2,52,96490,0.00337,326,96327,2971854,30.8,"2013"
2,53,96164,0.00374,360,95984,2875527,29.9,"2013"
2,54,95804,0.00415,397,95606,2779543,29.01,"2013"
2,55,95407,0.00458,437,95189,2683937,28.13,"2013"
2,56,94970,0.00505,480,94730,2588749,27.26,"2013"
2,57,94490,0.00556,525,94228,2494018,26.39,"2013"
2,58,93965,0.0061,573,93679,2399791,25.54,"2013"
2,59,93392,0.00668,624,93080,2306112,24.69,"2013"
2,60,92768,0.00729,677,92430,2213032,23.86,"2013"
2,61,92092,0.00794,731,91726,2120602,23.03,"2013"
2,62,91360,0.00863,788,90966,2028876,22.21,"2013"
2,63,90572,0.00935,847,90148,1937910,21.4,"2013"
2,64,89725,0.01011,907,89271,1847762,20.59,"2013"
2,65,88817,0.01091,969,88333,1758491,19.8,"2013"
2,66,87848,0.01176,1033,87331,1670158,19.01,"2013"
2,67,86815,0.01267,1100,86265,1582826,18.23,"2013"
2,68,85715,0.01365,1170,85130,1496562,17.46,"2013"
2,69,84545,0.01473,1245,83922,1411432,16.69,"2013"
2,70,83300,0.01595,1328,82635,1327509,15.94,"2013"
2,71,81971,0.01735,1422,81260,1244874,15.19,"2013"
2,72,80549,0.01899,1530,79784,1163614,14.45,"2013"
2,73,79019,0.02094,1655,78192,1083830,13.72,"2013"
2,74,77365,0.02327,1800,76465,1005638,13,"2013"
2,75,75565,0.02604,1968,74581,929173,12.3,"2013"
2,76,73597,0.02933,2158,72518,854593,11.61,"2013"
2,77,71438,0.03317,2369,70254,782075,10.95,"2013"
2,78,69069,0.0376,2597,67770,711821,10.31,"2013"
2,79,66472,0.04266,2835,65054,644051,9.69,"2013"
2,80,63636,0.04833,3075,62099,578997,9.1,"2013"
2,81,60561,0.05462,3308,58907,516898,8.54,"2013"
2,82,57253,0.06154,3523,55491,457991,8,"2013"
2,83,53730,0.06908,3712,51874,402500,7.49,"2013"
2,84,50018,0.07725,3864,48086,350626,7.01,"2013"
2,85,46154,0.08607,3973,44168,302540,6.55,"2013"
2,86,42181,0.0956,4033,40165,258372,6.13,"2013"
2,87,38149,0.10585,4038,36130,218207,5.72,"2013"
2,88,34111,0.1169,3988,32117,182077,5.34,"2013"
2,89,30123,0.12883,3881,28183,149960,4.98,"2013"
2,90,26243,0.14157,3715,24385,121778,4.64,"2013"
2,91,22527,0.15545,3502,20776,97393,4.32,"2013"
2,92,19025,0.17024,3239,17406,76616,4.03,"2013"
2,93,15786,0.18597,2936,14319,59211,3.75,"2013"
2,94,12851,0.20262,2604,11549,44892,3.49,"2013"
2,95,10247,0.22019,2256,9119,33343,3.25,"2013"
2,96,7991,0.23868,1907,7037,24224,3.03,"2013"
2,97,6083,0.25805,1570,5298,17187,2.83,"2013"
2,98,4514,0.27829,1256,3886,11889,2.63,"2013"
2,99,3257,0.29936,975,2770,8003,2.46,"2013"
2,100,2282,0.3212,733,1916,5234,2.29,"2013"
1,0,1e+05,0.00456,456,99596,7375377,73.75,"2014"
1,1,99544,0.00028,28,99530,7275780,73.09,"2014"
1,2,99516,0.00019,19,99507,7176250,72.11,"2014"
1,3,99498,0.00013,13,99491,7076743,71.12,"2014"
1,4,99485,0.00011,10,99480,6977252,70.13,"2014"
1,5,99474,1e-04,10,99469,6877772,69.14,"2014"
1,6,99464,1e-04,10,99459,6778303,68.15,"2014"
1,7,99454,1e-04,10,99449,6678843,67.15,"2014"
1,8,99444,1e-04,10,99440,6579394,66.16,"2014"
1,9,99435,9e-05,9,99430,6479955,65.17,"2014"
1,10,99425,9e-05,9,99421,6380525,64.17,"2014"
1,11,99416,9e-05,9,99412,6281104,63.18,"2014"
1,12,99407,1e-04,10,99402,6181692,62.19,"2014"
1,13,99397,0.00012,12,99391,6082290,61.19,"2014"
1,14,99385,0.00017,17,99376,5982899,60.2,"2014"
1,15,99368,0.00026,26,99355,5883523,59.21,"2014"
1,16,99342,0.00039,39,99323,5784169,58.22,"2014"
1,17,99304,0.00055,55,99276,5684846,57.25,"2014"
1,18,99248,0.00073,72,99212,5585570,56.28,"2014"
1,19,99176,0.00086,85,99134,5486357,55.32,"2014"
1,20,99091,0.00095,94,99044,5387224,54.37,"2014"
1,21,98997,0.00098,97,98949,5288179,53.42,"2014"
1,22,98900,0.00099,97,98851,5189231,52.47,"2014"
1,23,98803,0.00098,97,98754,5090379,51.52,"2014"
1,24,98706,0.00098,96,98658,4991625,50.57,"2014"
1,25,98610,0.00098,97,98561,4892967,49.62,"2014"
1,26,98513,0.001,98,98464,4794406,48.67,"2014"
1,27,98415,0.00103,102,98364,4695942,47.72,"2014"
1,28,98313,0.00108,106,98260,4597578,46.76,"2014"
1,29,98207,0.00114,111,98151,4499318,45.81,"2014"
1,30,98095,0.00118,116,98037,4401167,44.87,"2014"
1,31,97979,0.00125,122,97918,4303129,43.92,"2014"
1,32,97857,0.00132,129,97793,4205211,42.97,"2014"
1,33,97729,0.0014,137,97660,4107418,42.03,"2014"
1,34,97592,0.0015,147,97518,4009758,41.09,"2014"
1,35,97445,0.00162,158,97366,3912240,40.15,"2014"
1,36,97287,0.00177,172,97201,3814874,39.21,"2014"
1,37,97115,0.00193,188,97021,3717673,38.28,"2014"
1,38,96927,0.00212,206,96824,3620652,37.35,"2014"
1,39,96721,0.00234,226,96608,3523828,36.43,"2014"
1,40,96495,0.00258,249,96371,3427220,35.52,"2014"
1,41,96246,0.00284,273,96110,3330850,34.61,"2014"
1,42,95973,0.00312,299,95824,3234740,33.7,"2014"
1,43,95674,0.00343,328,95510,3138916,32.81,"2014"
1,44,95346,0.00377,359,95166,3043406,31.92,"2014"
1,45,94987,0.00414,394,94790,2948240,31.04,"2014"
1,46,94593,0.00456,431,94377,2853450,30.17,"2014"
1,47,94162,0.00502,473,93925,2759073,29.3,"2014"
1,48,93689,0.00554,519,93429,2665147,28.45,"2014"
1,49,93170,0.00612,570,92884,2571718,27.6,"2014"
1,50,92599,0.00677,627,92286,2478834,26.77,"2014"
1,51,91973,0.00747,687,91629,2386548,25.95,"2014"
1,52,91285,0.00825,753,90909,2294919,25.14,"2014"
1,53,90532,0.00908,822,90121,2204010,24.34,"2014"
1,54,89710,0.00997,895,89263,2113889,23.56,"2014"
1,55,88816,0.01093,971,88330,2024626,22.8,"2014"
1,56,87845,0.01195,1049,87320,1936295,22.04,"2014"
1,57,86796,0.01302,1130,86230,1848975,21.3,"2014"
1,58,85665,0.01416,1213,85059,1762745,20.58,"2014"
1,59,84452,0.01536,1298,83803,1677686,19.87,"2014"
1,60,83155,0.01663,1383,82463,1593882,19.17,"2014"
1,61,81772,0.01796,1469,81037,1511419,18.48,"2014"
1,62,80303,0.01935,1554,79526,1430382,17.81,"2014"
1,63,78749,0.02081,1638,77929,1350857,17.15,"2014"
1,64,77110,0.02232,1721,76250,1272927,16.51,"2014"
1,65,75389,0.0239,1801,74489,1196677,15.87,"2014"
1,66,73588,0.02555,1880,72648,1122189,15.25,"2014"
1,67,71708,0.02729,1957,70729,1049541,14.64,"2014"
1,68,69751,0.02915,2033,68734,978811,14.03,"2014"
1,69,67717,0.03116,2110,66662,910077,13.44,"2014"
1,70,65607,0.03334,2188,64514,843415,12.86,"2014"
1,71,63420,0.03575,2268,62286,778901,12.28,"2014"
1,72,61152,0.03843,2350,59977,716615,11.72,"2014"
1,73,58802,0.04141,2435,57585,656638,11.17,"2014"
1,74,56367,0.04475,2522,55106,599053,10.63,"2014"
1,75,53845,0.04847,2610,52540,543948,10.1,"2014"
1,76,51235,0.05262,2696,49886,491408,9.59,"2014"
1,77,48538,0.05723,2778,47150,441521,9.1,"2014"
1,78,45761,0.0623,2851,44335,394372,8.62,"2014"
1,79,42910,0.06787,2912,41453,350037,8.16,"2014"
1,80,39997,0.07393,2957,38519,308583,7.72,"2014"
1,81,37040,0.0805,2982,35549,270065,7.29,"2014"
