"age_x","age_y","credit_history","kids","household_income","outstanding_loan_amount","property_value","property_size","annual_interest_rate","monthly_payment","n","Default"
34,29,0,3,5713,109640,515206,74.28,5.04,1865,68,TRUE
41,42,1,2,11203,297454,958410,180.22,4.75,2362,175,FALSE
41,41,1,2,8333,262808,564275,97.44,5.24,2389,151,FALSE
43,43,1,2,7774,189537,304035,43.04,5.26,1135,302,FALSE
37,NA,1,2,7392,148447,357341,60.27,4.38,1500,124,FALSE
37,NA,0,1,5828,93937,253291,37.32,5.32,1712,64,FALSE
38,37,1,1,12071,300086,1060726,133.14,4.58,3177,118,FALSE
36,34,1,2,8003,79405,294421,46.22,4.65,2145,41,FALSE
38,37,1,3,10162,30535,571077,97.47,4.39,2760,12,FALSE
37,31,1,3,3791,64447,176038,27.74,4.1,980,75,FALSE
32,25,0,1,3938,159080,341308,42.52,4.39,856,312,FALSE
35,35,1,2,11846,192419,442635,68.53,4.22,3214,68,FALSE
28,23,0,2,6782,82475,239122,44.2,4.34,1359,69,FALSE
32,30,1,3,7182,315282,388736,47.43,4.12,2543,162,TRUE
32,29,1,1,11204,181733,379680,64.44,4.95,4296,47,FALSE
42,41,1,2,11251,458881,790032,106.33,4.56,3584,176,TRUE
37,36,1,1,14903,457307,1043445,175.31,4.46,3932,153,FALSE
28,NA,0,1,3429,6821,152588,27.37,4.66,1164,6,FALSE
35,NA,0,1,4195,108184,317860,49.48,4.25,1459,87,TRUE
26,23,1,0,9307,410170,631420,91.55,4.75,3282,173,FALSE
34,32,1,3,6992,68029,407258,53.97,4.78,2085,36,FALSE
43,40,1,3,13415,129916,885011,129.71,4.97,3229,45,FALSE
35,34,1,1,7033,156760,375952,57.91,4.37,1236,171,FALSE
25,21,1,0,13428,480017,569580,89.74,4.29,2452,338,FALSE
44,44,1,2,23479,251790,1101151,187.43,4.53,5890,47,FALSE
39,41,0,2,7913,123920,385284,63.39,4.88,2340,60,FALSE
27,23,0,0,2264,159832,298847,47.07,4.54,1021,238,TRUE
38,31,0,2,6375,153323,288197,56.81,4.97,2187,83,FALSE
35,NA,1,2,4210,153439,350728,54.75,5.13,1360,155,FALSE
34,NA,1,1,4538,88463,215073,28.21,5.08,1316,80,TRUE
36,30,1,2,9280,287985,1214159,166.46,4.33,2470,152,FALSE
29,31,0,1,6731,291960,424933,57.54,4.77,1709,287,TRUE
34,NA,1,1,5192,47337,280536,43.44,4.18,1298,40,FALSE
30,34,1,3,10512,263617,776376,162.66,4.77,1888,205,FALSE
28,NA,0,0,2342,38487,193556,28.17,5.47,553,84,FALSE
33,33,0,2,6620,145021,512625,71.04,5.56,1479,132,FALSE
31,NA,0,2,2016,103325,230158,36.16,5.06,614,294,TRUE
39,NA,0,2,5331,6567,391634,63.32,4.76,1098,7,FALSE
32,31,1,1,9714,52368,486355,71.24,4.16,2598,21,FALSE
38,NA,1,0,7792,246970,499963,59.84,4.95,1409,312,FALSE
29,NA,0,0,8102,25199,276339,38.73,4.3,2578,10,FALSE
32,30,0,2,6042,232504,489958,65.38,4.75,1739,191,TRUE
42,38,0,3,3903,109155,406235,47.99,4.64,804,193,TRUE
38,NA,1,1,2586,66953,290644,43.49,4.8,873,92,FALSE
34,30,1,2,5978,113271,522237,91.46,4.11,2402,52,TRUE
23,24,1,3,4936,89517,288963,42.37,4.46,866,131,FALSE
25,NA,1,2,8474,183286,1114344,168,4.26,2004,111,FALSE
42,42,1,2,13966,605810,795155,133.46,5.41,4356,220,FALSE
31,NA,1,0,4241,34235,180861,32.57,5.42,1346,28,FALSE
34,36,0,2,5568,85820,209480,30.72,5.15,2040,47,TRUE
43,42,1,3,19560,361053,1424248,164.33,4.98,4677,94,FALSE
37,30,0,1,8110,166966,369663,60.69,4.71,1700,125,FALSE
33,28,1,3,5184,108046,535259,61.68,4.61,1105,123,FALSE
39,40,0,2,6804,340799,610279,89.17,5.47,2378,233,TRUE
33,31,1,1,12616,134032,742505,111.22,4.11,3122,47,FALSE
39,33,0,2,5118,159252,476305,82.85,5.09,890,337,FALSE
27,28,0,1,5434,92532,301212,44.87,4.91,1378,79,FALSE
39,37,1,0,10936,88193,570349,85.87,4.67,2187,44,FALSE
40,46,0,2,12573,446522,601582,114.74,5.15,3306,203,FALSE
21,17,1,1,5825,215627,244904,37.43,5.42,1363,279,FALSE
40,39,1,2,10709,59482,448760,85.92,4.45,2802,23,FALSE
37,29,1,3,9087,170551,299985,50.46,4.36,2960,65,TRUE
26,25,1,1,6492,209084,424941,50.48,5.02,1871,151,FALSE
35,NA,0,0,3861,116899,223690,33.79,4.98,1078,145,FALSE
27,32,1,2,8997,63860,528054,96.66,5.03,1702,41,FALSE
39,37,1,3,10435,112313,535512,84.2,4.82,2882,43,FALSE
36,NA,0,1,2529,91113,222464,34.76,4.34,546,257,FALSE
31,32,1,2,8102,69841,599027,67.42,5.7,1556,51,FALSE
36,NA,0,1,4482,96499,260511,41.93,4.38,807,158,FALSE
34,33,0,2,6524,279676,467785,68.24,4.3,2343,157,TRUE
39,38,1,2,9977,98913,585246,112.96,4.3,2779,39,FALSE
40,42,1,3,9114,332219,890750,161.69,4.85,2840,159,FALSE
33,31,1,1,6708,147202,528908,78.01,4.63,1691,107,FALSE
38,38,1,2,10298,489034,612130,90.78,5.19,2877,308,FALSE
35,36,0,1,7067,111053,253276,46.43,5.42,1854,71,FALSE
34,NA,1,1,6747,121767,756010,97.84,5.04,2154,65,FALSE
40,41,1,3,11745,309965,527886,75.65,5.13,2854,147,FALSE
27,22,1,2,10201,376157,810691,102.36,4.44,2254,261,FALSE
29,NA,1,1,3599,24857,178662,35.84,5.5,598,47,FALSE
40,38,1,2,9881,319412,914574,130.17,4.48,3053,133,FALSE
34,36,1,2,18720,736852,1447614,182.48,5.22,4919,243,FALSE
32,29,0,1,5741,218257,525071,80.52,5.1,2188,131,TRUE
33,29,1,1,6142,88433,422993,60.95,4.87,1424,72,FALSE
35,33,1,3,4960,46220,380514,57.16,4.73,1219,42,FALSE
42,39,1,2,7967,281172,457663,79.03,4.93,3271,107,TRUE
31,NA,0,1,4116,81654,174740,26.36,4.65,793,132,TRUE
35,28,1,3,12458,264354,633434,107.18,4.32,2645,125,FALSE
30,NA,1,2,4391,120985,317466,49.25,4.28,955,169,FALSE
32,NA,0,1,4907,68984,305197,55.45,4.1,1252,62,FALSE
41,34,1,2,9348,163043,423446,76.05,4.15,2384,79,FALSE
38,NA,0,1,2560,60733,104341,25.1,4.4,347,281,FALSE
38,39,1,2,6486,75884,352290,61.6,4.98,2690,31,TRUE
33,28,0,3,6531,325630,628019,122.9,4.93,2086,251,TRUE
36,NA,0,0,3402,53345,189841,31.04,5.26,554,126,FALSE
35,32,0,2,8923,308774,555192,112.16,4.55,2643,155,TRUE
38,NA,1,1,3841,39407,671920,65.63,4.41,1043,41,FALSE
37,35,1,2,4111,117474,281402,46.39,4.81,842,205,FALSE
38,NA,1,2,5325,63605,594142,86.22,4.96,1321,54,FALSE
36,34,1,1,7711,299036,446809,95.82,4.43,1719,279,FALSE
35,NA,0,2,3865,176607,330461,48.95,5.35,1311,207,TRUE
29,21,1,0,5934,117743,166699,27.49,4.65,1252,118,FALSE
37,43,1,2,13198,112501,1151507,176.91,4.49,3532,34,FALSE
33,30,1,1,11831,238479,576338,79.77,4.48,2440,122,FALSE
33,27,1,0,7148,101232,229739,40.59,4.22,1837,62,FALSE
31,27,1,1,11861,87201,583123,95.5,5.26,2419,40,FALSE
37,NA,1,1,6286,149320,484612,78.85,4.88,1805,102,FALSE
41,42,1,2,8010,306234,406049,67.45,4.55,2743,146,TRUE
37,32,1,2,9168,108330,584246,100.68,4.43,3212,37,FALSE
32,NA,1,1,3612,38675,199166,32.79,4.82,967,44,FALSE
34,31,0,1,5444,42032,276962,33.78,4.36,991,47,FALSE
33,28,1,1,7914,228544,392206,47.83,5.55,1961,168,TRUE
39,44,1,2,16338,89673,917965,155.64,5.05,3985,24,FALSE
35,NA,1,1,5348,110235,261508,40.67,5.41,873,188,FALSE
32,28,0,0,2921,31197,379970,65.99,5.17,349,114,FALSE
35,36,1,2,14135,254048,853604,96.66,5.36,2701,123,FALSE
34,31,1,2,9988,107498,378737,49.86,4.26,2725,43,FALSE
39,33,0,3,7818,60821,375964,48.96,4.83,1644,41,FALSE
31,23,1,2,4359,132623,603218,85.66,4.67,1163,152,FALSE
31,NA,0,0,4947,164251,281648,47.64,4.66,1179,201,FALSE
38,32,1,3,8660,208148,636992,94.16,4.57,1985,135,FALSE
31,34,1,2,7889,199015,326751,49.84,5.4,2071,127,TRUE
39,NA,0,2,5575,92553,324933,57.91,5.22,1397,79,TRUE
45,48,1,2,14797,577237,1107102,156.26,5.43,3468,310,FALSE
28,26,0,2,4545,70786,302134,38.75,4.44,1070,77,FALSE
32,28,1,2,10257,406766,858952,152.92,4.63,2348,287,FALSE
32,29,1,1,9541,325695,605521,117.44,4.72,2020,257,FALSE
34,28,0,1,4605,59548,440150,77.26,5.11,1763,37,TRUE
30,30,1,3,14334,412889,1125686,169.48,4.46,2878,206,FALSE
30,29,1,0,4067,105137,408456,58.72,4.81,699,231,FALSE
38,37,1,1,9853,81974,342896,49.53,4.48,2772,32,FALSE
34,31,0,3,3776,161576,499599,71.73,4.72,1236,184,TRUE
39,37,1,1,10537,265090,794458,109.99,5.31,2606,136,FALSE
31,30,1,2,7497,325965,626159,109.03,5.44,2194,248,FALSE
39,36,1,2,7596,8587,368991,50.63,4.82,2083,5,FALSE
34,33,0,3,7937,295741,652093,99.8,4.14,2706,138,FALSE
33,31,0,2,5766,229870,397186,55.18,5.41,1430,287,FALSE
38,36,1,1,13774,513899,1068500,154.9,5.27,3097,298,FALSE
31,27,1,1,10993,307001,799816,117.43,4.4,2612,155,FALSE
43,NA,0,1,4476,174372,262859,42.79,5.33,1170,245,FALSE
42,40,1,1,9715,146228,541632,93,5.01,2388,71,FALSE
32,28,1,2,8087,127432,319734,84.03,4.21,2310,62,FALSE
33,35,0,2,6621,91636,399638,58.18,4.5,2536,39,TRUE
30,26,0,1,4736,47478,263319,30.59,4.22,799,67,FALSE
40,41,1,3,5375,53969,189703,32.45,5.25,719,92,FALSE
42,NA,0,1,4201,116124,341113,43.71,5.81,1311,116,TRUE
38,35,1,2,9533,172974,584256,82.07,4.73,2234,93,FALSE
33,32,1,0,10287,411410,746859,110.81,4.2,2135,322,FALSE
39,35,0,2,3833,226362,510931,69.26,4.16,1161,326,TRUE
33,32,0,2,7196,40232,142605,26.34,4.46,1403,31,FALSE
33,37,1,1,7701,107655,849487,130.61,5.21,2357,52,FALSE
34,35,1,3,9046,83502,697220,89.64,4.45,3910,23,FALSE
33,36,0,1,6753,144527,222051,35.78,4.67,1596,112,TRUE
38,NA,0,0,7919,94667,456461,88.53,4.98,1868,58,FALSE
30,30,1,2,9837,431621,986742,121.52,4.31,2908,213,FALSE
46,NA,1,2,6288,247858,540792,74.52,4.76,1783,203,FALSE
40,36,0,3,4715,80394,465117,81.93,5.4,814,131,FALSE
34,31,1,2,9397,190437,472395,76.7,4.36,2856,77,FALSE
38,39,1,3,18006,184276,635689,128.63,5.2,5130,40,FALSE
29,NA,0,0,4756,135613,284589,45.18,4.71,1020,189,FALSE
34,32,1,3,7540,158130,437269,68.27,4.94,2270,83,TRUE
32,NA,0,2,3139,171170,310413,45.02,4.39,896,329,FALSE
37,39,1,2,13263,295259,699298,130.71,4.26,3294,109,FALSE
37,32,1,2,8414,182224,320300,55.31,4.45,2159,102,TRUE
38,NA,0,1,9489,138415,393956,91.49,4.44,2836,54,FALSE
34,NA,0,1,4213,148693,345109,46.96,5.18,1133,195,FALSE
35,NA,1,0,5145,121972,444422,66.71,5.37,910,206,FALSE
34,32,1,1,11966,358820,921938,119.67,5.17,2965,172,FALSE
39,40,1,3,8158,105216,409935,62.71,4.58,2618,44,FALSE
33,36,1,2,6487,228652,345152,58.55,4.34,1721,182,FALSE
38,NA,0,0,2082,152846,293277,45.42,4.74,833,328,TRUE
34,32,0,2,6119,245843,517591,80.11,4.67,1877,184,TRUE
31,22,0,2,4426,239617,400751,66.57,4.62,1549,236,TRUE
35,NA,0,0,3078,47040,211597,30.45,5.01,1595,32,TRUE
35,NA,1,0,4966,24123,780453,101.94,5.33,1646,16,FALSE
33,NA,0,2,4377,94787,295169,50.76,4.66,1020,116,FALSE
39,39,1,3,10235,273234,473101,69.39,5.24,3498,96,TRUE
32,32,1,2,4450,53867,472473,77.62,4.8,776,82,FALSE
35,NA,0,1,5367,128280,177130,29.66,5.11,2174,69,TRUE
38,40,1,3,7226,68725,279576,35.22,4.45,1869,40,FALSE
39,41,1,3,7596,216547,560089,72.72,4.11,1798,156,FALSE
33,29,1,1,8100,12281,316924,54.24,4.44,1926,7,FALSE
32,29,1,3,6450,103592,263048,44.01,4.19,2228,51,TRUE
35,40,1,2,9450,433994,992781,140.92,4.75,4207,133,TRUE
33,36,1,2,10391,136863,516096,78.22,5.51,3388,45,TRUE
36,NA,0,0,5573,116374,329962,53.6,5.13,1319,111,FALSE
33,29,1,1,11885,322152,1156529,156.14,4.97,2591,176,FALSE
30,25,0,3,6168,210573,487341,69.96,4.7,2545,101,TRUE
28,28,1,2,4058,18873,289456,48.73,5.01,786,26,FALSE
34,NA,0,0,4554,234804,585656,62.47,4.84,1342,304,TRUE
39,39,1,2,12259,280540,537254,65.84,4.66,3467,98,FALSE
32,27,1,1,9782,179990,508303,60.14,4.5,2674,78,FALSE
31,31,1,1,15195,350250,630291,104.63,5.17,3454,134,FALSE
43,38,1,1,10366,192168,465628,103.45,4.47,3348,65,FALSE
32,NA,1,0,4026,57040,194063,34.07,4.28,830,79,FALSE
40,38,1,2,6499,238971,1068587,133.39,4.72,1431,273,FALSE
26,23,1,0,10090,282060,416008,60.03,4.55,2268,169,FALSE
29,34,1,0,6958,75410,455825,70.03,4.98,1725,49,FALSE
36,35,1,2,7264,364938,598797,93.14,5.53,2215,310,TRUE
38,33,0,3,8679,163286,264548,50.39,5.14,2315,85,TRUE
32,29,1,2,5287,87482,275161,36.45,5.43,1289,82,FALSE
34,34,1,2,16037,301755,1244348,162.13,5.02,3774,98,FALSE
40,37,1,1,13074,191903,598814,99.24,5.45,3920,56,FALSE
35,NA,0,0,2845,24696,204205,26.17,4.19,732,36,FALSE
37,NA,1,2,8662,82113,283475,49.24,4.89,1742,53,FALSE
29,22,0,2,5057,64571,212951,44.7,5.09,1203,62,FALSE
40,35,1,2,10769,126209,876871,113.13,5.06,2404,60,FALSE
41,36,0,1,3889,59714,563062,93.75,5.4,848,85,FALSE
31,NA,1,0,3577,131510,320035,44.32,4.32,676,336,FALSE
35,NA,1,2,7163,91042,529641,73.9,4.38,1372,77,FALSE
28,24,0,2,4277,139396,276519,38.55,4.97,1197,160,TRUE
42,NA,1,3,7308,82238,197016,34.54,5.44,1313,74,FALSE
36,34,1,2,4677,101772,311419,43.61,4.27,926,140,FALSE
41,37,1,2,8323,235407,342592,56.58,4.9,2077,153,TRUE
21,NA,0,0,5886,171274,359461,53.38,4.78,1025,276,FALSE
38,39,1,3,9149,64884,581517,69.81,4.83,2422,29,FALSE
33,34,1,3,7389,206332,545688,74.67,4.8,1845,149,FALSE
33,NA,1,2,10120,123116,770394,99.38,4.29,3306,41,FALSE
37,38,0,1,6488,57765,462069,84.69,4.75,1217,53,FALSE
30,28,0,0,6611,84400,376477,81.05,5.22,1540,63,FALSE
34,34,0,1,2866,109175,211249,33.08,5.04,1173,119,TRUE
33,35,1,1,9753,230428,801562,107.52,4.79,3353,81,FALSE
28,27,1,1,9421,226900,433639,77.27,4.27,2193,130,FALSE
28,NA,0,2,3368,172169,313367,36.75,4.55,1244,197,TRUE
31,27,0,2,4423,219986,580473,81.55,4.52,1337,258,FALSE
33,NA,0,0,3887,29848,169949,26.48,5.4,1066,30,FALSE
46,NA,0,0,2610,223899,416180,49.83,4.47,1216,312,TRUE
31,29,1,1,10471,281135,1159241,188.74,5.07,2364,166,FALSE
38,39,1,2,10311,264961,539344,75.38,4.55,2570,132,FALSE
41,NA,0,0,3164,78435,185157,28.76,4.92,434,331,FALSE
34,27,1,1,16591,164036,740142,116.76,4.67,4194,43,FALSE
28,NA,0,0,2424,41470,197521,32.86,4.96,446,118,FALSE
33,34,1,3,2629,30528,237182,33.42,5.27,358,108,TRUE
36,35,1,2,8471,131378,536466,59.84,4.62,2807,52,FALSE
36,32,0,2,8804,54814,361730,46.34,4.74,1669,36,FALSE
30,32,1,3,11667,254979,544455,74.87,5.48,2902,113,FALSE
32,NA,1,1,6141,42717,270999,46.01,5.46,1282,37,FALSE
28,24,0,2,5154,66727,658047,82.69,4.39,916,85,FALSE
25,20,0,1,3919,107292,240300,30.03,5.2,1052,135,TRUE
41,39,1,3,7100,115200,281962,46.36,4.26,1739,76,FALSE
28,23,1,2,10120,143767,679718,90.4,4.37,3285,48,FALSE
28,26,1,2,13599,214174,761996,146.99,4.92,3800,65,FALSE
34,NA,0,1,3112,43169,163546,25.55,4.62,737,67,TRUE
33,35,1,1,10001,72821,217229,32.73,5.56,3851,20,FALSE
34,NA,1,0,4025,104762,165248,29.32,5.25,819,188,FALSE
36,36,1,3,13766,280949,946121,132.51,5.4,3168,114,FALSE
43,NA,1,3,6128,94889,273456,35.5,4.83,1559,70,FALSE
25,NA,0,0,2159,65581,184495,34.83,5.21,462,222,TRUE
43,NA,1,2,8257,72089,343330,58.33,5.24,3045,26,FALSE
39,37,1,1,7794,40936,721584,82.76,4.54,1949,22,FALSE
36,NA,1,0,4157,60348,275245,42.72,4.32,1129,60,FALSE
36,29,0,1,7816,43838,565263,74.24,4.26,2223,21,FALSE
30,27,1,0,7754,160511,492917,78.44,5.21,1171,209,FALSE
39,39,1,2,9108,369526,705820,101.63,4.29,2476,214,TRUE
31,26,1,2,5589,113334,347039,48.24,4.34,1071,134,FALSE
42,40,1,1,10936,280869,763745,104.68,4.59,2461,151,FALSE
31,NA,0,2,2125,27439,198173,30.62,4.17,959,31,TRUE
40,NA,0,1,4327,105440,281340,35.26,4.2,911,149,FALSE
39,NA,0,1,3233,130963,210710,26.75,5.18,1169,154,TRUE
34,33,0,2,5293,113413,240737,49,4.7,977,156,FALSE
41,41,1,3,9266,104572,292648,42.86,5.41,3139,37,FALSE
41,NA,0,0,3963,33551,168622,25.46,4.64,424,95,FALSE
34,31,1,2,8773,158673,647976,111.72,4.8,3258,55,TRUE
33,34,1,2,8894,80584,367962,62.03,4.12,1989,44,FALSE
36,NA,1,0,7543,155281,618286,105.69,4.13,1700,110,FALSE
38,39,1,2,5342,106341,330290,73.94,5.45,1585,81,TRUE
35,NA,1,1,4322,105756,215311,32.49,4.42,1319,96,FALSE
40,NA,0,1,3281,52800,388121,43.92,4.03,725,84,FALSE
38,37,1,2,10348,330251,615398,94.04,5.07,2798,164,TRUE
40,40,1,1,14459,296231,543603,97.7,4.46,3389,106,FALSE
35,32,1,2,7439,133748,255937,37.66,4.64,1624,100,FALSE
39,45,0,3,8486,71623,246220,40.55,4.91,2588,30,TRUE
39,NA,0,1,2567,41512,175030,25.77,4.35,781,60,FALSE
37,33,0,0,3846,186001,490828,72.17,4.61,1983,117,TRUE
43,35,1,3,17332,314961,1194684,209.41,5.56,5629,65,FALSE
32,27,1,2,5730,119911,409842,49.72,4.41,1228,122,FALSE
37,NA,1,3,4926,53614,243279,39.34,4.64,882,70,FALSE
36,34,0,1,8780,139964,441536,81.12,5.02,2280,72,FALSE
37,39,1,3,7011,301773,604233,80.5,5,1841,277,TRUE
40,32,1,2,12862,335318,980089,165.36,4.96,3635,117,FALSE
30,21,1,1,7197,91329,644336,71.45,4.85,1698,61,FALSE
34,NA,0,0,3362,87310,175867,27.14,4.94,598,224,FALSE
33,NA,1,2,2871,201527,476044,81.25,4.75,1155,298,TRUE
36,35,0,1,5728,120106,450536,71.04,4.97,2013,69,FALSE
34,25,1,2,10989,211124,600540,79.7,4.94,2552,102,FALSE
34,33,1,2,7327,99069,526074,78.46,4.96,1540,75,FALSE
40,39,1,1,11809,235069,628765,99.63,4.94,2515,119,FALSE
43,NA,1,1,6577,227863,422422,55.95,4.77,1875,167,FALSE
29,23,1,1,6027,60237,271332,47.18,4.37,1088,62,FALSE
40,33,1,3,9368,71670,478826,81.53,4.63,2688,29,FALSE
40,41,1,2,11375,382840,675845,104.62,5.27,2933,195,FALSE
33,33,1,2,7746,137955,328568,51.54,4.8,1953,84,FALSE
33,32,1,2,7713,273371,539015,96.98,4.73,2147,178,FALSE
27,28,1,1,6075,179347,510583,64.37,5.15,1572,158,FALSE
35,36,0,2,4930,200899,390759,54.99,4.45,1212,258,FALSE
34,28,1,0,11298,307867,475423,79.29,4.8,2242,200,FALSE
33,NA,0,1,3248,29498,194900,28.54,4.44,870,37,FALSE
38,NA,0,2,4575,109876,267929,43.93,5.57,1042,146,FALSE
33,35,1,3,7738,130197,552736,114.89,4.42,1585,99,FALSE
38,38,1,2,8573,108158,437066,70.11,4.56,2057,59,FALSE
39,34,1,1,8120,96246,511183,93.01,4.81,1312,88,FALSE
32,30,0,1,5767,156384,299496,41.73,4.59,1183,185,FALSE
38,42,1,3,14424,376663,694536,107.58,4.32,3385,143,FALSE
34,NA,0,2,4298,200304,589534,72.89,4.65,1387,213,FALSE
34,NA,0,1,2726,161333,384359,56.16,4.61,831,358,FALSE
35,30,1,1,7634,124129,492003,72.46,5.85,2226,66,FALSE
38,38,0,2,10858,472626,981823,185.11,5.2,2641,346,FALSE
37,35,1,2,11443,339718,786457,155.58,4.09,2340,201,FALSE
32,NA,1,1,2043,69604,172197,27.85,4.13,589,152,TRUE
35,NA,1,2,6948,237091,339668,47.78,4.37,1521,231,FALSE
31,28,1,2,4347,195513,320661,43.45,4.66,1550,174,TRUE
42,39,1,2,7994,125657,244625,52.17,4.15,1731,84,FALSE
41,NA,1,3,8438,144572,802742,135.69,5.26,2044,85,FALSE
35,31,0,2,9746,346776,721147,86.99,4.72,2329,225,FALSE
41,38,1,2,13908,121856,1007445,166.63,4.86,3638,37,FALSE
24,NA,0,0,2505,126904,375869,51.68,5.02,1006,180,FALSE
38,30,1,0,9768,144975,603377,149.61,4.43,1828,95,FALSE
40,NA,1,1,5791,159314,532241,67.81,4.93,1865,106,FALSE
44,NA,0,1,6518,98292,490513,83.52,5.39,2197,51,FALSE
32,NA,1,1,7175,132554,207377,28.4,5.01,2117,73,FALSE
25,26,1,1,8174,25963,511630,74.3,5.05,2206,13,FALSE
29,29,1,1,7300,30658,578950,79.33,5.22,2203,15,FALSE
33,34,0,2,5468,20272,286989,52.95,4.73,1545,14,FALSE
40,NA,0,1,5539,42231,206547,37.85,4.34,1655,27,FALSE
34,NA,0,1,2529,73420,146345,25.67,4.18,523,194,FALSE
33,NA,1,1,5340,89472,648097,70.9,4.26,1514,67,FALSE
32,32,1,1,10690,79501,507153,82.21,4.74,2247,39,FALSE
37,NA,0,2,4347,152119,262775,36.16,4.98,992,245,FALSE
27,24,1,0,5929,56537,190189,30.91,5.61,873,78,FALSE
36,38,1,1,9428,92405,482140,97.54,4.69,1819,57,FALSE
38,41,1,2,13074,78716,634138,90.63,5.16,4492,19,FALSE
30,33,1,1,10306,304720,667209,91.94,5,2647,158,FALSE
35,29,0,2,7525,142364,392054,62.93,5.24,2352,71,FALSE
33,30,1,2,8614,112663,545287,87.54,5.18,3243,38,FALSE
34,NA,1,1,4675,227440,429899,55.6,4.94,1262,330,FALSE
36,30,1,3,6982,100317,317059,53.18,4.34,2210,50,TRUE
42,41,1,2,16110,458473,843162,160.48,4.54,4806,119,FALSE
36,33,0,1,10862,264405,535690,101.15,5.01,2737,124,FALSE
26,23,1,1,6121,177359,324919,66.65,5.64,1770,136,TRUE
38,35,1,1,9383,159800,302036,51.08,4.57,2588,71,FALSE
35,NA,1,0,3138,167902,215304,36.71,4.86,1088,243,TRUE
33,29,0,1,3879,38605,304181,51.14,5.52,787,56,FALSE
31,33,1,3,8337,44049,479190,78.84,4.35,2644,18,FALSE
34,33,0,3,4435,91066,322240,52.21,5.59,1165,98,TRUE
40,NA,1,2,3684,71159,424852,75.88,4.79,933,92,TRUE
30,26,0,2,5645,74160,232640,41.03,4.63,1120,77,FALSE
33,33,1,0,7920,55531,556540,95.79,5.29,1539,40,FALSE
40,36,1,1,8863,177712,337568,55.64,5.45,2147,105,FALSE
36,28,1,1,7687,190718,563993,90.21,4.81,1851,134,FALSE
39,32,0,1,6631,62897,256609,35.66,5.21,1490,47,FALSE
33,NA,0,1,5054,104974,411519,69.82,5.02,710,231,FALSE
28,26,1,2,6825,110796,287751,45.18,4.48,1944,65,FALSE
34,NA,1,0,4251,70082,259522,31.2,4.84,912,93,FALSE
34,NA,0,1,2588,94425,178705,31.09,4.77,591,255,TRUE
32,35,1,2,5128,13743,254297,44.81,4.91,1409,10,FALSE
35,36,0,2,9000,262869,552378,85.64,4.39,2174,160,FALSE
35,27,0,1,4632,40402,454021,57.97,4.76,1277,34,FALSE
45,NA,0,1,2703,126673,253356,33.31,4.37,840,220,TRUE
33,25,1,2,5421,121293,402468,67.37,4.47,1120,139,FALSE
42,NA,1,2,2700,117903,263646,40.85,4.24,816,203,TRUE
36,NA,1,1,6170,69411,432086,73.76,4.64,2105,36,FALSE
37,30,0,3,4329,96385,961680,104.61,4.4,1278,89,TRUE
32,28,0,2,5754,203242,735655,94.96,4.74,1888,141,TRUE
47,45,1,3,10840,166723,374586,94.76,5.47,2200,94,FALSE
26,22,1,0,7196,264731,483390,79.82,4.72,1569,278,FALSE
37,31,1,2,5547,76851,556940,84.27,4.74,1340,66,FALSE
34,34,1,2,8678,217425,528209,78.23,5.38,2909,92,TRUE
43,NA,1,0,4364,154782,352330,50.34,4.54,1308,158,FALSE
38,NA,1,0,7609,152620,651453,105.09,4.44,1636,115,FALSE
42,NA,0,2,6556,129510,290448,50.39,4.79,1401,116,FALSE
23,14,1,1,7326,426362,807981,138.9,4.7,2216,359,TRUE
37,38,1,1,9030,297298,738773,107.74,4.9,2564,158,TRUE
31,NA,1,0,2365,94546,136067,29.67,5.17,632,241,FALSE
41,42,1,3,11855,216940,432065,69.02,5.01,3611,70,FALSE
41,NA,1,0,9433,117728,386754,66.82,4.37,2201,60,FALSE
42,NA,1,1,5825,247113,390669,52.58,4.88,1792,203,TRUE
31,30,0,1,6005,115559,203490,28.52,4.84,1989,67,TRUE
46,NA,1,0,6837,155295,541107,73.51,4.76,1218,179,FALSE
34,33,0,1,4454,10565,419526,53.47,5.5,1125,10,FALSE
42,40,1,3,16252,238844,540292,105.32,4.45,5119,52,FALSE
40,38,1,2,10427,155795,535473,99.07,4.23,3345,51,FALSE
35,37,1,2,8976,269077,417393,69.88,5.01,1705,259,FALSE
38,39,1,3,7867,214468,613240,90.05,4.44,1304,254,FALSE
41,40,1,2,8929,412402,1295805,176.42,4.23,2753,214,FALSE
34,NA,0,1,2629,83920,163593,29.54,5.04,623,200,FALSE
33,30,1,2,7354,66637,588730,78.95,4.87,1301,58,FALSE
30,25,0,2,4095,96671,185053,27.11,5.35,1140,107,TRUE
32,NA,1,2,4162,254055,422778,62,4.28,1295,338,TRUE
36,NA,1,1,5821,327253,666595,89.32,4.35,1735,319,TRUE
31,29,1,2,11365,66859,549458,96.43,4.71,3391,21,FALSE
31,NA,0,1,3272,192154,730650,98.59,4.28,1446,181,TRUE
30,22,0,2,4310,192065,343159,58.74,4.15,1771,137,TRUE
33,30,0,2,6279,137203,371877,46.11,4.9,1028,194,FALSE
41,39,1,3,14734,548834,875933,140.78,5.01,3797,223,FALSE
39,38,0,3,9294,111741,612470,117.04,4.92,2142,59,FALSE
38,31,0,2,8212,107713,335447,51.52,5.34,2403,51,FALSE
37,NA,1,0,4397,174383,266029,40.51,5.02,1163,237,FALSE
